	ESC_WT.bam	Copies	length	RPK	TPM
REF_NM_053196	924	1	23536	39.25900748	11.1909302
REF_NM_007874	1120	1	28530	39.25692254	11.19033588
REF_NM_176982	132	1	3363	39.25066905	11.1885533
REF_NM_011479	3269	1	83298	39.24463973	11.18683462
REF_NM_145622	936	1	23868	39.21568627	11.17858132
REF_NM_010090	87	1	2219	39.20684993	11.17606249
REF_NM_178406	430	1	10976	39.17638484	11.1673783
REF_NM_013470	2059	1	52584	39.15639738	11.1616808
REF_NM_175215	232	1	5925	39.15611814	11.1616012
REF_NM_010149	183	1	4678	39.11928174	11.15110084
REF_NM_029936	5854	1	149659	39.11558944	11.15004834
REF_NM_008519	99	1	2531	39.11497432	11.149873
REF_NM_001163464	485	1	12405	39.09713825	11.14478876
REF_NM_027534	1537	1	39333	39.07660234	11.13893492
REF_NM_030253	1333	1	34152	39.03138908	11.12604671
REF_NM_016669	609	1	15605	39.02595322	11.12449719
REF_NM_001037742	719	1	18431	39.01036298	11.12005313
REF_NM_008926	4186	1	107307	39.00957067	11.11982728
REF_NM_029791	1774	1	45478	39.00787194	11.11934305
REF_NM_144534	592	1	15182	38.99354499	11.1152591
REF_NM_001077707	2567	1	65844	38.98608833	11.11313355
REF_NM_025745	949	1	24348	38.97650731	11.11040245
REF_NM_026827	470	1	12060	38.97180763	11.10906278
REF_NM_025920	1926	1	49448	38.95000809	11.10284874
REF_NM_145618	1366	1	35077	38.94289706	11.10082171
REF_NM_020608	2103	1	54005	38.94083881	11.100235
REF_NM_178206	19	1	488	38.93442623	11.09840707
REF_NM_010098	1176	1	30211	38.92621893	11.09606755
REF_NM_172945	747	1	19192	38.92246769	11.09499825
REF_NM_001291144	2468	1	63414	38.91885073	11.09396722
REF_NM_177564	322	1	8276	38.90768487	11.09078435
REF_NM_146127	421	1	10824	38.89504804	11.08718217
REF_NR_033628	252	1	6479	38.89489119	11.08713746
REF_NM_001037841	547	1	14076	38.86047172	11.07732606
REF_NM_010111	1684	1	43335	38.86004384	11.07720409
REF_NM_175478	282	1	7259	38.84832622	11.07386393
REF_NM_001198835	483	1	12433	38.84822649	11.07383551
REF_NM_199305	795	1	20484	38.81077914	11.063161
REF_NM_177876	1071	1	27620	38.77624909	11.05331808
REF_NM_028375	47	1	1213	38.74690849	11.04495442
REF_NM_013630	1802	1	46565	38.69859336	11.03118201
REF_NM_001003817	976	1	25233	38.67950699	11.02574137
REF_NM_001285491	2628	1	67968	38.66525424	11.02167857
REF_NM_001024512	1366	1	35330	38.66402491	11.02132814
REF_NM_001171004	2760	1	71412	38.64896656	11.0170357
REF_NM_001100460	151	1	3908	38.63868987	11.01410629
REF_NM_019864	3633	1	94048	38.62921062	11.0114042
REF_NM_011057	731	1	18933	38.60983468	11.00588101
REF_NM_008576	4375	1	113321	38.60714254	11.00511361
REF_NM_001110148	727	1	18834	38.60040353	11.00319262
REF_NM_016982	33	1	855	38.59649123	11.00207741
REF_NM_001013374	852	1	22086	38.57647378	10.99637136
REF_NM_026164	1708	1	44282	38.57097692	10.99480446
REF_NM_010921	153	1	3967	38.56818755	10.99400934
REF_NM_181395	3070	1	79623	38.55669844	10.99073432
REF_NM_008551	1702	1	44143	38.55650953	10.99068047
REF_NM_145355	1425	1	36984	38.53017521	10.98317377
REF_NM_172536	5236	1	135982	38.50509626	10.97602492
REF_NM_145489	1309	1	34000	38.5	10.97457222
REF_NM_025519	925	1	24033	38.48874464	10.97136383
REF_NR_003145	64	1	1663	38.48466627	10.97020128
REF_NM_026536	758	1	19697	38.48301772	10.96973135
REF_NM_016851	728	1	18924	38.46966815	10.965926
REF_NM_011846	961	1	24986	38.46153846	10.96360861
REF_NR_035466	3	1	78	38.46153846	10.96360861
REF_NM_007773	456	1	11860	38.44856661	10.95991093
REF_NM_026720	498	1	12958	38.43185677	10.95514773
REF_NM_001122676	1678	1	43672	38.42278806	10.95256266
REF_NM_001205346	709	1	18469	38.38865125	10.94283183
REF_NM_009208	505	1	13166	38.35637247	10.93363064
REF_NM_009212	918	1	23935	38.35387508	10.93291875
REF_NM_026598	793	1	20683	38.34066625	10.92915352
REF_NM_001286081	397	1	10356	38.33526458	10.92761375
REF_NM_001083587	8925	1	232884	38.32380069	10.92434593
REF_NM_001033328	651	1	16988	38.32116788	10.92359544
REF_NM_001109973	742	1	19364	38.31852923	10.92284328
REF_NM_178197	20	1	522	38.31417625	10.92160244
REF_NM_009410	1429	1	37307	38.30380358	10.91864567
REF_NM_028523	2344	1	61211	38.29377073	10.91578577
REF_NM_144919	684	1	17869	38.27858302	10.91145646
REF_NM_001243712	3574	1	93375	38.27576975	10.91065452
REF_NM_009409	2510	1	65582	38.27269678	10.90977856
REF_NM_028142	846	1	22107	38.26842177	10.90855995
REF_NM_001039139	2265	1	59216	38.24979735	10.90325099
REF_NM_144846	5015	1	131362	38.17694615	10.88248448
REF_NM_019521	1113	1	29162	38.16610658	10.87939462
REF_NM_001081237	828	1	21704	38.14964983	10.87470356
REF_NM_029852	3872	1	101547	38.13012694	10.86913848
REF_NM_001081352	3403	1	89250	38.12885154	10.86877493
REF_NR_015537	278	1	7304	38.06133625	10.84952944
REF_NM_023670	4935	1	129737	38.03849326	10.84301795
REF_NM_178184	17	1	447	38.03131991	10.84097316
REF_NM_008423	552	1	14520	38.01652893	10.83675694
REF_NM_175665	19	1	500	38	10.8320453
REF_NM_030208	716	1	18862	37.95991941	10.82062018
REF_NM_009440	384	1	10117	37.95591579	10.81947893
REF_NM_028354	2682	1	70702	37.93386326	10.81319277
REF_NM_008199	154	1	4061	37.92169416	10.80972393
REF_NR_033452	31	1	818	37.89731051	10.80277327
REF_NM_009878	416	2	10988	37.85948307	10.79199042
REF_NM_025912	385	1	10173	37.84527671	10.78794084
REF_NM_001081267	4270	1	112887	37.82543606	10.78228518
REF_NM_001285873	1101	1	29109	37.8233536	10.78169157
REF_NM_001033318	2226	1	58855	37.82176536	10.78123884
REF_NM_133914	1055	1	27946	37.75137766	10.76117455
REF_NM_138953	2449	1	64875	37.7495183	10.76064454
REF_NR_131983	55	1	1457	37.7487989	10.76043947
REF_NM_008991	2125	1	56306	37.74020531	10.75798983
REF_NM_009199	2972	1	78795	37.71812932	10.75169699
REF_NM_009800	177	1	4695	37.69968051	10.74643808
REF_NM_019816	3416	1	90646	37.68506057	10.74227061
REF_NM_023844	1969	1	52253	37.68204696	10.74141157
REF_NM_007955	907	1	24078	37.66924163	10.73776137
REF_NM_001270842	882	1	23416	37.66655278	10.7369949
REF_NM_001044386	1837	1	48777	37.66119278	10.73546701
REF_NR_046214	1898	1	50408	37.65275353	10.73306137
REF_NR_037986	1111	1	29518	37.63805136	10.72887046
REF_NM_001127349	2512	1	66768	37.62281332	10.7245268
REF_NM_001167864	1332	1	35416	37.61011972	10.72090844
REF_NM_001290379	927	1	24650	37.60649087	10.71987402
REF_NM_001080977	2211	1	58799	37.60268032	10.71878781
REF_NR_029384	4664	1	124061	37.5944092	10.7164301
REF_NM_001081216	4110	1	109331	37.59226569	10.71581908
REF_NM_001285882	674	1	17930	37.59063023	10.71535288
REF_NM_001081337	2806	1	74648	37.58975458	10.71510328
REF_NM_025468	642	1	17080	37.58782201	10.71455239
REF_NM_001081116	2346	1	62416	37.58651628	10.71418019
REF_NM_172806	3524	1	93759	37.5857251	10.71395466
REF_NM_198423	2230	1	59351	37.57308217	10.71035074
REF_NM_026884	501	1	13335	37.57030371	10.70955873
REF_NM_021532	384	1	10224	37.55868545	10.7062469
REF_NM_001166685	1111	1	29610	37.52110773	10.69553523
REF_NM_031251	596	1	15887	37.51494933	10.69377975
REF_NM_025873	1438	1	38338	37.50847723	10.69193486
REF_NM_019921	2211	1	58951	37.50572509	10.69115035
REF_NM_026574	3919	1	104587	37.47119623	10.68130777
REF_NM_177171	3576	1	95449	37.46503368	10.67955111
REF_NM_025418	1879	1	50157	37.46236816	10.67879129
REF_NM_028915	1456	1	38871	37.45723033	10.67732673
REF_NM_029635	576	1	15378	37.45610613	10.67700627
REF_NM_001081115	137	1	3658	37.45215965	10.67588132
REF_NM_029166	2804	1	74879	37.44708129	10.67443371
REF_NM_019626	140	1	3740	37.43315508	10.67046399
REF_NM_001166399	150	1	4008	37.4251497	10.66818203
REF_NM_013843	804	1	21490	37.41275012	10.66464748
REF_NM_007943	4019	1	107542	37.37144557	10.65287346
REF_NM_009274	4230	1	113216	37.36221029	10.65024091
REF_NM_177323	1219	1	32659	37.3250865	10.63965863
REF_NM_025798	379	1	10160	37.30314961	10.63340543
REF_NM_178200	18	1	483	37.26708075	10.62312387
REF_NM_028762	3072	1	82459	37.25487818	10.61964548
REF_NM_197997	2402	1	64535	37.22011312	10.60973556
REF_NM_026778	379	1	10188	37.20062819	10.60418131
REF_NM_178707	1915	1	51479	37.1996348	10.60389814
REF_NM_172285	5087	1	136868	37.16719759	10.59465179
REF_NM_019449	526	1	14155	37.16001413	10.59260412
REF_NM_026496	4850	1	130533	37.15535535	10.59127612
REF_NM_027635	2216	1	59654	37.14755088	10.58905142
REF_NR_033780	140	1	3776	37.07627119	10.56873287
REF_NM_145928	2241	1	60470	37.05969902	10.56400891
REF_NM_001039472	1727	1	46614	37.04895525	10.56094636
REF_NM_022887	1850	1	49940	37.04445334	10.55966308
REF_NM_029884	1196	1	32286	37.04391997	10.55951103
REF_NM_026796	1548	1	41797	37.03615092	10.55729644
REF_NM_001313983	1008	1	27222	37.02887371	10.55522204
REF_NM_172482	523	1	14125	37.02654867	10.55455928
REF_NM_001033141	311	1	8403	37.01059146	10.55001061
REF_NM_025424	419	1	11322	37.00759583	10.5491567
REF_NM_026244	1448	1	39128	37.00674709	10.54891476
REF_NM_023557	591	1	15971	37.00457078	10.5482944
REF_NM_199143	2712	1	73309	36.99409349	10.54530781
REF_NM_025747	963	1	26035	36.9886691	10.54376156
REF_NM_178682	3339	1	90302	36.97592523	10.54012887
REF_NM_177725	962	1	26022	36.96871878	10.53807465
REF_NM_001100591	1953	1	52833	36.96553291	10.5371665
REF_NM_027830	3442	1	93116	36.96464625	10.53691376
REF_NM_145465	3433	1	92890	36.95769189	10.53493139
REF_NM_172478	802	1	21710	36.94150161	10.53031629
REF_NM_030692	2314	1	62717	36.89589744	10.51731665
REF_NM_001001184	1535	1	41607	36.89283053	10.51644241
REF_NM_144843	1371	1	37167	36.88756155	10.51494047
REF_NM_001110515	561	1	15209	36.88605431	10.51451082
REF_NR_038009	398	1	10791	36.88258734	10.51352255
REF_NM_009549	1630	1	44205	36.87365683	10.51097687
REF_NR_104374	269	1	7296	36.86951754	10.50979696
REF_NM_019586	772	1	20940	36.86723973	10.50914766
REF_NM_133906	838	1	22739	36.85298386	10.50508397
REF_NM_023154	788	1	21383	36.85170463	10.50471932
REF_NM_001177767	5740	2	155802	36.84163233	10.50184817
REF_NM_022020	194	1	5267	36.83311183	10.49941937
REF_NM_001097644	1263	1	34298	36.82430462	10.49690884
REF_NM_011948	3352	1	91040	36.81898067	10.49539123
REF_NM_001013792	912	1	24773	36.8142736	10.49404946
REF_NM_001162910	569	1	15459	36.80703797	10.49198692
REF_NM_023697	176	1	4783	36.79698934	10.48912251
REF_NM_021493	1922	1	52241	36.79102621	10.4874227
REF_NM_019802	618	1	16799	36.78790404	10.48653272
REF_NM_153173	16	1	435	36.7816092	10.48473835
REF_NM_153551	458	1	12456	36.76942839	10.48126616
REF_NM_016723	1550	1	42159	36.76557793	10.48016857
REF_NM_146028	619	1	16839	36.75990261	10.4785508
REF_NM_026280	906	1	24647	36.75903761	10.47830423
REF_NM_172501	414	1	11263	36.75752464	10.47787295
REF_NM_001001985	365	1	9933	36.74619954	10.47464469
REF_NM_144852	171	1	4654	36.74258702	10.47361493
REF_NM_001173483	446	1	12158	36.68366508	10.456819
REF_NM_011584	1284	1	35051	36.63233574	10.44218738
REF_NM_028455	1909	1	52156	36.60173326	10.43346402
REF_NM_145450	266	1	7271	36.58368863	10.42832033
REF_NM_001039586	193	1	5279	36.55995454	10.42155484
REF_NM_001272035	819	1	22410	36.54618474	10.4176297
REF_NM_011852	419	1	11472	36.5237099	10.41122317
REF_NM_023790	134	1	3670	36.51226158	10.40795978
REF_NM_172266	2418	1	66232	36.50803237	10.40675423
REF_NM_001024717	380	1	10409	36.50686906	10.40642262
REF_NM_021292	1376	1	37711	36.48802737	10.40105172
REF_NM_172401	2833	1	77653	36.48281457	10.3995658
REF_NM_001146086	2167	1	59402	36.48025319	10.39883566
REF_NM_001289436	2306	1	63263	36.45100612	10.39049867
REF_NM_001252478	1043	1	28622	36.44050031	10.38750395
REF_NM_023842	1723	1	47284	36.43938753	10.38718675
REF_NM_153407	571	1	15670	36.43905552	10.38709211
REF_NM_001290819	468	1	12853	36.41173267	10.37930363
REF_NM_178753	152	1	4176	36.39846743	10.37552232
REF_NM_007771	1941	1	53355	36.37897104	10.3699648
REF_NM_001301174	53	1	1457	36.37611531	10.36915076
REF_NM_016797	1442	1	39643	36.37464369	10.36873127
REF_NM_013764	973	1	26756	36.36567499	10.36617471
REF_NR_106126	2	1	55	36.36363636	10.36559359
REF_NM_015769	1537	1	42274	36.35804513	10.36399979
REF_NM_133716	1778	1	48931	36.33688255	10.35796731
REF_NM_001291010	152	1	4186	36.31151457	10.35073608
REF_NM_178374	1171	1	32276	36.28082786	10.34198871
REF_NM_173038	2173	1	59910	36.27107328	10.33920813
REF_NM_001167981	4685	1	129231	36.25291145	10.33403103
REF_NM_001101484	34	1	938	36.24733475	10.33244137
REF_NM_134092	2501	1	69016	36.2379738	10.329773
REF_NM_019727	1332	1	36760	36.23503808	10.32893616
REF_NR_037964	168	1	4639	36.21470144	10.32313912
REF_NM_027892	4171	1	115176	36.21414184	10.3229796
REF_NM_010029	1953	1	53978	36.18140724	10.31364848
REF_NM_001145198	1443	1	39898	36.16722643	10.30960619
REF_NM_029169	3589	1	99260	36.15756599	10.30685244
REF_NM_001289670	464	1	12835	36.1511492	10.30502331
REF_NM_199056	1512	1	41838	36.13939481	10.30167268
REF_NM_053158	2041	1	56613	36.05179022	10.27670066
REF_NM_172958	2420	1	67147	36.04032943	10.27343371
REF_NM_001162539	1273	1	35327	36.03476095	10.2718464
REF_NR_015478	2251	1	62472	36.0321424	10.27109997
REF_NM_026144	1146	1	31808	36.02867203	10.27011073
REF_NM_010242	132	1	3664	36.02620087	10.26940631
REF_NM_008968	1345	1	37342	36.01842429	10.26718957
REF_NM_172468	3568	1	99091	36.00730642	10.26402038
REF_NR_130957	212	1	5890	35.99320883	10.26000181
REF_NR_106166	5	1	139	35.97122302	10.25373467
REF_NM_177460	882	1	24530	35.95597228	10.24938739
REF_NM_175646	290	1	8066	35.95338458	10.24864975
REF_NM_001081169	751	1	20891	35.94849457	10.24725583
REF_NM_009455	1765	1	49116	35.93533675	10.24350515
REF_NM_198191	286	1	7961	35.92513503	10.24059711
REF_NM_175177	1315	1	36605	35.92405409	10.24028898
REF_NM_011804	414	1	11525	35.92190889	10.23967749
REF_NM_028626	695	1	19349	35.91916895	10.23889646
REF_NM_207302	1233	1	34330	35.91610836	10.23802402
REF_NM_144547	333	1	9273	35.91070851	10.23648477
REF_NR_045455	4184	1	116545	35.90029602	10.23351666
REF_NM_001164734	3172	1	88358	35.89940922	10.23326387
REF_NM_007941	862	1	24015	35.89423277	10.2317883
REF_NM_153122	382	1	10643	35.89213568	10.23119052
REF_NR_130791	988	1	27544	35.86988092	10.22484671
REF_NM_181750	4819	1	134430	35.84765305	10.21851058
REF_NM_019989	2402	1	67061	35.81813573	10.21009655
REF_NM_013528	1767	1	49362	35.79676674	10.20400524
REF_NM_153560	1231	1	34392	35.79320772	10.20299073
REF_NM_027423	3747	1	104742	35.77361517	10.19740579
REF_NM_016804	1822	1	50937	35.76967627	10.19628299
REF_NM_207176	1455	1	40677	35.76959953	10.19626112
REF_NM_026402	1062	1	29710	35.74554022	10.18940292
REF_NM_001293741	453	1	12673	35.74528525	10.18933024
REF_NM_026721	305	1	8535	35.73520797	10.18645767
REF_NM_001081132	3760	1	105235	35.72955766	10.18484703
REF_NM_180600	2078	1	58161	35.72840907	10.18451962
REF_NM_145927	2999	1	83946	35.72534725	10.18364684
REF_NM_001145922	765	1	21415	35.72262433	10.18287066
REF_NR_106161	2	1	56	35.71428571	10.18049371
REF_NM_016858	437	1	12247	35.68220789	10.1713498
REF_NM_018859	595	1	16675	35.68215892	10.17133584
REF_NM_001163024	3012	1	84445	35.66818639	10.16735292
REF_NM_001001885	219	1	6141	35.66194431	10.16557359
REF_NM_001113362	3410	1	95623	35.66087657	10.16526922
REF_NM_172643	1092	1	30625	35.65714286	10.16420492
REF_NM_025949	5350	1	150123	35.63744396	10.15858967
REF_NM_001164370	8082	1	226817	35.63224979	10.15710905
REF_NM_001204983	3624	1	101771	35.60935827	10.15058374
REF_NM_001167730	2735	1	76820	35.60270763	10.14868795
REF_NM_175657	13	1	366	35.51912568	10.12486259
REF_NM_026327	1556	1	43857	35.47894293	10.11340834
REF_NM_019429	268	1	7566	35.42162305	10.09706909
REF_NM_001081418	1000	1	28234	35.41829	10.096119
REF_NM_001101598	661	1	18664	35.41577368	10.09540171
REF_NM_177608	1625	1	45885	35.41462352	10.09507385
REF_NM_001105557	581	1	16419	35.38583349	10.08686714
REF_NM_001013608	3007	1	84982	35.38396366	10.08633414
REF_NM_177798	2772	1	78348	35.38060959	10.08537805
REF_NM_001045536	4631	1	130895	35.37950265	10.08506251
REF_NM_021546	511	1	14449	35.36576926	10.08114776
REF_NM_001283047	4095	1	115826	35.35475627	10.07800846
REF_NM_018817	1892	1	53540	35.338065	10.07325055
REF_NR_133683	976	1	27619	35.33799196	10.07322973
REF_NM_013591	140	1	3963	35.32677265	10.07003162
REF_NM_145211	398	1	11269	35.31812938	10.06756783
REF_NM_024217	250	1	7079	35.31572256	10.06688175
REF_NM_001135577	943	1	26734	35.27343458	10.0548274
REF_NM_001081234	1285	1	36431	35.27215833	10.0544636
REF_NM_001310337	392	1	11128	35.22645579	10.04143592
REF_NM_001081402	7963	1	226155	35.21036457	10.03684906
REF_NM_029629	294	1	8351	35.20536463	10.0354238
REF_NM_026808	45	1	1279	35.18373729	10.02925885
REF_NM_030249	1802	1	51232	35.17332917	10.02629197
REF_NM_177919	102	1	2901	35.16028956	10.02257498
REF_NM_145497	709	1	20169	35.15295751	10.02048495
REF_NM_028120	1462	1	41592	35.15099058	10.01992427
REF_NM_008830	2301	1	65506	35.12655329	10.01295833
REF_NM_172919	487	1	13866	35.12188086	10.01162644
REF_NM_008514	4228	1	120436	35.10578232	10.00703749
REF_NM_133926	344	1	9799	35.10562302	10.00699208
REF_NM_028095	884	1	25187	35.09747092	10.00466829
REF_NM_053246	438	1	12485	35.08209852	10.00028633
REF_NM_001033446	435	1	12408	35.05802708	9.993424673
REF_NM_026406	2227	1	63545	35.04603037	9.990004965
REF_NM_001309401	749	1	21375	35.04093567	9.988552702
REF_NM_145155	3017	1	86120	35.03251277	9.986151722
REF_NM_026058	1143	1	32675	34.98087223	9.971431387
REF_NM_008102	1242	1	35508	34.97803312	9.970622088
REF_NM_001081668	1920	1	54896	34.97522588	9.969821875
REF_NM_026111	314	1	8980	34.96659243	9.967360876
REF_NM_001081150	1169	1	33453	34.94454907	9.961077332
REF_NR_033520	419	1	11993	34.93704661	9.958938727
REF_NM_024282	2277	1	65181	34.93349289	9.957925726
REF_NM_183177	498	1	14256	34.93265993	9.957688288
REF_NM_001190409	1530	1	43815	34.9195481	9.95395071
REF_NM_008793	286	1	8191	34.91637163	9.953045244
REF_NM_013584	1988	1	56948	34.90903983	9.950955286
REF_NM_001102430	3322	1	95164	34.90815855	9.950704075
REF_NM_173870	3546	1	101677	34.87514384	9.941293105
REF_NM_138646	1232	1	35330	34.87121427	9.940172966
REF_NM_011137	4789	1	137481	34.83390432	9.929537624
REF_NM_001003910	2473	1	71033	34.81480439	9.924093114
REF_NM_011819	78	1	2242	34.79036574	9.917126786
REF_NM_178869	944	1	27139	34.78389034	9.915280948
REF_NM_001291857	361	1	10383	34.76837138	9.910857207
REF_NM_198298	4831	1	138984	34.75939677	9.90829896
REF_NM_019718	1459	1	41977	34.7571289	9.907652497
REF_NM_001163301	558	1	16061	34.74254405	9.903495029
REF_NM_133921	1609	1	46342	34.72012429	9.897104191
REF_NM_008876	619	1	17839	34.69925444	9.891155161
REF_NM_001291890	3218	1	92846	34.65954376	9.879835479
REF_NR_028264	2756	1	79538	34.65010435	9.87714474
REF_NM_001164571	2335	1	67392	34.64802944	9.876553278
REF_NM_133967	706	1	20378	34.64520561	9.875748335
REF_NM_001316367	3465	1	100116	34.60985257	9.865670815
REF_NM_025273	173	1	4999	34.60692138	9.864835269
REF_NM_001172095	5652	1	163368	34.59673865	9.861932642
REF_NM_001013784	758	1	21912	34.59291712	9.860843301
REF_NM_178883	649	1	18767	34.58197901	9.857725349
REF_NM_001033173	2255	1	65233	34.5683933	9.853852691
REF_NM_001195421	14	1	405	34.56790123	9.853712426
REF_NR_027919	42	1	1215	34.56790123	9.853712426
REF_NM_178736	686	1	19855	34.55049106	9.84874959
REF_NM_001039494	102	1	2955	34.5177665	9.839421328
REF_NR_130971	1218	1	35308	34.4964314	9.833339678
REF_NM_001110208	1652	1	47894	34.49283835	9.832315465
REF_NM_001077713	2869	1	83203	34.48192974	9.829205923
REF_NM_001110160	549	1	15924	34.47626225	9.827590382
REF_NM_197943	1648	1	47817	34.46473012	9.824303105
REF_NR_040278	1518	1	44054	34.45771099	9.822302276
REF_NM_008037	736	1	21368	34.44402845	9.818402017
REF_NM_001085524	29	1	842	34.44180523	9.817768277
REF_NM_001033202	778	1	22592	34.43696884	9.816389646
REF_NM_001285466	2082	1	60465	34.43314314	9.815299117
REF_NM_026671	71	1	2062	34.43258972	9.815141361
REF_NM_001005511	695	1	20196	34.412755	9.809487399
REF_NM_198031	1989	1	57824	34.39748201	9.805133776
REF_NR_028430	540	1	15703	34.38833344	9.80252594
REF_NM_001290995	4519	1	131415	34.38724651	9.802216106
REF_NM_009981	1518	1	44145	34.38668026	9.802054694
REF_NM_001081228	69	1	2008	34.3625498	9.795176215
REF_NM_175503	193	1	5617	34.35997864	9.794443295
REF_NM_028956	2309	1	67203	34.35858518	9.794046085
REF_NM_001122759	3029	1	88214	34.33695332	9.78787984
REF_NM_177157	158	1	4602	34.33289874	9.786724067
REF_NM_011343	235	1	6847	34.3216007	9.783503518
REF_NM_001289553	305	1	8888	34.31593159	9.781887517
REF_NM_001163085	4629	1	134919	34.30947457	9.780046919
REF_NM_001005508	730	1	21280	34.30451128	9.778632112
REF_NM_026283	1653	1	48195	34.29816371	9.776822714
REF_NM_007683	1834	1	53559	34.24261095	9.760987188
REF_NM_018815	3553	1	103760	34.24248265	9.760950615
REF_NM_001291145	202	1	5902	34.22568621	9.756162725
REF_NM_010438	3799	1	111054	34.20858321	9.75128745
REF_NM_052994	946	1	27657	34.20472213	9.750186835
REF_NM_001038015	591	1	17284	34.19347373	9.746980435
REF_NM_008501	511	1	14947	34.18746237	9.745266873
REF_NM_001159907	1655	1	48414	34.18432685	9.744373081
REF_NM_011485	255	1	7470	34.13654618	9.73075302
REF_NM_026112	612	1	17931	34.13083487	9.729124987
REF_NM_027193	1404	1	41141	34.12654043	9.727900843
REF_NM_028838	1109	1	32520	34.10209102	9.720931444
REF_NM_001271540	2218	1	65041	34.1015667	9.720781985
REF_NM_025819	2071	1	60737	34.09783163	9.71971729
REF_NM_001199677	183	1	5367	34.09726104	9.719554639
REF_NM_011920	3265	1	95780	34.08853623	9.717067599
REF_NM_026481	134	1	3931	34.08801832	9.716919966
REF_NM_026816	3882	1	113929	34.07385301	9.712882092
REF_NM_177224	7689	1	225674	34.07127095	9.712146064
REF_NM_026229	1166	1	34233	34.06070166	9.709133249
REF_NM_145595	537	1	15767	34.05847656	9.708498977
REF_NM_145530	69	1	2026	34.05725568	9.708150957
REF_NM_008682	1283	1	37674	34.05531666	9.707598235
REF_NM_027545	2559	1	75152	34.05098999	9.706364901
REF_NM_009557	268	1	7874	34.03606807	9.70211135
REF_NM_022879	73	1	2146	34.0167754	9.696611899
REF_NM_198101	448	1	13184	33.98058252	9.686294982
REF_NM_030018	787	1	23173	33.96193846	9.680980421
REF_NM_018855	605	1	17816	33.95823978	9.679926099
REF_NM_011353	211	1	6215	33.95012068	9.677611716
REF_NM_001024928	723	1	21304	33.93728877	9.673953933
REF_NM_013557	2882	1	84926	33.93542614	9.673422981
REF_NM_133825	614	1	18117	33.89082078	9.660708053
REF_NM_001081468	3356	1	99056	33.87982555	9.657573822
REF_NM_020262	332	1	9804	33.86372909	9.652985464
REF_NM_145217	196	1	5788	33.86316517	9.652824716
REF_NM_029825	2458	1	72590	33.86141342	9.652325373
REF_NM_175308	274	1	8092	33.86060306	9.652094379
REF_NM_019930	2651	1	78301	33.85652801	9.65093277
REF_NM_133931	2217	1	65492	33.85146277	9.649488904
REF_NM_001164636	681	1	20119	33.84860083	9.648673094
REF_NM_172338	969	1	28647	33.82553147	9.642097086
REF_NM_001304553	1457	1	43081	33.82001346	9.640524157
REF_NM_001033634	2480	1	73336	33.81695211	9.639651507
REF_NM_001163310	480	1	14195	33.81472349	9.639016232
REF_NM_013932	562	1	16623	33.80857848	9.637264571
REF_NM_001168292	3685	1	109074	33.78440325	9.63037333
REF_NM_011207	3749	1	110997	33.77568763	9.62788891
REF_NR_027831	168	1	4974	33.77563329	9.62787342
REF_NM_145579	355	1	10522	33.73883292	9.617383334
REF_NM_021433	1512	1	44815	33.73870356	9.617346458
REF_NM_008636	1594	1	47252	33.73402184	9.616011917
REF_NR_037231	3	1	89	33.70786517	9.608555857
REF_NM_001102405	304	1	9020	33.70288248	9.607135524
REF_NM_053206	78	1	2316	33.67875648	9.600258313
REF_NM_016912	1245	1	36969	33.6768644	9.59971897
REF_NM_133911	3335	1	99046	33.67122347	9.598111002
REF_NM_001001187	541	1	16072	33.66102539	9.595203998
REF_NM_001199048	1194	1	35502	33.63190806	9.586903993
REF_NM_183019	371	1	11033	33.62639355	9.58533206
REF_NM_153142	257	1	7643	33.62553971	9.58508867
REF_NM_023483	179	1	5325	33.61502347	9.582090977
REF_NM_025826	1197	1	35611	33.6132094	9.581573869
REF_NM_009419	1299	1	38650	33.60931436	9.580463572
REF_NM_182929	460	1	13692	33.59626059	9.576742545
REF_NM_008055	193	1	5745	33.59442994	9.576220711
REF_NM_001082962	5295	1	157718	33.57257891	9.569991991
REF_NM_027949	454	1	13523	33.57243215	9.569950158
REF_NM_146118	1240	1	36984	33.52801211	9.557288056
REF_NM_145491	1239	1	36959	33.5236343	9.556040143
REF_NM_001303266	1149	1	34276	33.5219979	9.555573682
REF_NM_008339	108	1	3222	33.51955307	9.554876774
REF_NM_177261	1570	1	46845	33.51478279	9.553516988
REF_NM_178728	1288	1	38443	33.504149	9.550485784
REF_NM_033474	1973	1	58893	33.50143481	9.549712093
REF_NM_170680	830	1	24794	33.47584093	9.542416461
REF_NM_001076681	579	1	17305	33.45853799	9.537484193
REF_NM_173184	64	1	1913	33.4553058	9.536562844
REF_NM_052993	896	1	26819	33.40915023	9.523406022
REF_NM_008651	1095	1	32799	33.38516418	9.516568707
REF_NM_001007577	356	1	10664	33.38334584	9.516050381
REF_NM_206856	6251	1	187301	33.3740877	9.513411313
REF_NM_177185	2630	1	78839	33.35912429	9.509145937
REF_NM_001305631	1835	1	55021	33.35090238	9.50680225
REF_NR_126553	743	1	22300	33.31838565	9.497533231
REF_NM_176962	780	1	23412	33.31624808	9.496923908
REF_NM_008595	585	1	17563	33.30866025	9.494760969
REF_NM_001130412	1802	1	54102	33.30745629	9.494417774
REF_NM_029094	3391	1	101810	33.30714075	9.49432783
REF_NM_027777	1371	1	41165	33.3049921	9.49371535
