Start	Stop	Gene	ESC_WT.bam
29627338	29631749	REP_L1VL4	0
29662766	29664805	REP_L1VL2	41
29759844	29768400	REP_RLTR6-int	0
29831272	29834338	REP_L1VL4	0
29834363	29841940	REP_Lx3_Mus	2
29841961	29845607	REP_Lx2	0
29852051	29854289	REP_L1_Mus3	12
29987704	29990230	REP_Lx8	0
30050900	30053317	REP_Lx7	0
30065043	30071656	REP_L1Md_T	15
30296044	30298785	REP_L1_Rod	0
30338411	30340511	REP_Lx7	0
30394763	30396874	REP_Lx7	0
30397602	30400583	REP_Lx7	0
30449839	30453383	REP_L1M2	0
30456546	30458608	REP_L1_Mus1	0
30462169	30465108	REP_MTA_Mm-int	6
30679538	30686213	REP_L1Md_A	9
30688317	30690704	REP_Lx3C	0
30729322	30736745	REP_L1Md_T	31
30779096	30781299	REP_Lx5	0
30809416	30811503	REP_L1_Mus3	1
30831788	30838220	REP_L1Md_T	25
30981863	30983951	REP_L1Md_F2	0
31038135	31041956	REP_IAPEz-int	3
31162572	31168484	REP_MERVL-int	2
31210956	31213644	REP_RLTR21	5
31308519	31312456	REP_L1Md_T	2
31608699	31610866	REP_L1_Mus4	0
31759517	31761878	REP_L1_Mus4	0
31792628	31805477	REP_L1_Mus2	28
31911783	31916391	REP_L1Md_A	4
31916408	31919343	REP_Lx3C	0
31922873	31925096	REP_ORR1D1-int	1
31929768	31935662	REP_IAPEz-int	2
32011638	32018286	REP_L1Md_T	25
32038300	32040679	REP_Lx8	0
32061838	32063970	REP_L1_Rod	0
32108796	32114208	REP_L1Md_T	14
32150803	32153268	REP_L1_Mur3	0
32153271	32159972	REP_L1_Mus4	1
32159986	32165228	REP_L1Md_F2	2
32174349	32176493	REP_L1M2	0
32189386	32191421	REP_Lx8	0
32277667	32284062	REP_MERVL-int	5
32442352	32446597	REP_L1VL4	0
32495291	32497575	REP_Lx	0
32505016	32507426	REP_Lx6	0
32507430	32511700	REP_Lx6	0
32516353	32523450	REP_IAPEz-int	12
32534545	32537400	REP_Lx9	0
32655970	32661010	REP_Lx5	0
33090914	33092975	REP_L1MA4	0
33225761	33229749	REP_L1VL4	1
33360775	33367236	REP_L1Md_T	20
33379429	33381596	REP_Lx	0
33445290	33447562	REP_L1Md_F2	0
33450833	33453301	REP_L1_Mm	0
33474967	33477730	REP_Lx2	1
33510053	33512151	REP_ORR1A4-int	1
33514179	33520011	REP_IAPEz-int	2
33523933	33526336	REP_ETnERV2-int	2
33528764	33530792	REP_ETnERV2-int	5
33544646	33547547	REP_L1Md_F2	0
33557255	33563490	REP_L1Md_F2	0
33581777	33585724	REP_Lx	0
33607471	33612842	REP_L1Md_F	0
33614090	33619013	REP_L1Md_F	0
33634915	33641073	REP_L1Md_F2	4
33642516	33648423	REP_L1Md_F	6
33649739	33653538	REP_Lx	1
33666012	33676031	REP_L1Md_T	25
33676246	33680260	REP_L1Md_T	3
33682007	33684033	REP_Lx2	0
33708549	33718393	REP_L1Md_F	3
33721332	33724734	REP_L1Md_T	1
33735450	33742548	REP_L1_Mus1	1
33759934	33762838	REP_L1Md_F2	1
33776665	33778912	REP_L1Md_F2	0
33780954	33787136	REP_L1Md_A	8
33798444	33805133	REP_L1Md_A	12
33807654	33814323	REP_L1_Mus1	4
33816121	33819940	REP_Lx	7
33826545	33831854	REP_L1Md_T	3
33836898	33843486	REP_L1Md_T	25
33844151	33846899	REP_Lx2	0
33870113	33874749	REP_L1Md_F	0
33878218	33880833	REP_L1Md_F2	0
33902338	33908505	REP_L1_Mus1	0
33920364	33922378	REP_MusHAL1	0
33922686	33924914	REP_RLTR13A	0
33931067	33933620	REP_Lx3A	0
33937130	33943097	REP_L1Md_F2	4
33949860	33952486	REP_L1Md_F3	0
33959141	33962663	REP_ETnERV2-int	2
33963642	33965999	REP_L1Md_F2	0
33966007	33971104	REP_MMETn-int	34
33971110	33974733	REP_L1Md_F2	1
33975681	33979763	REP_L1VL2	0
33984838	33991692	REP_L1_Mus2	0
34015172	34017557	REP_Lx	0
34023500	34032828	REP_L1Md_F	5
34059142	34061778	REP_RMER3D-int	0
34062992	34069579	REP_L1_Mus2	0
34075810	34078081	REP_Lx3A	0
34099893	34106143	REP_L1Md_T	8
34107147	34109648	REP_L1M2	0
34128109	34130561	REP_L1MA7	0
34179787	34183381	REP_L1Md_A	3
34205643	34212739	REP_IAPEz-int	14
34214509	34219538	REP_L1_Mus1	2
34229226	34235661	REP_MERVL-int	9
34295995	34298854	REP_Lx8	0
34383843	34386142	REP_Lx6	6
34396378	34399521	REP_L1_Mus1	0
34430008	34432532	REP_L1Md_F2	0
34489357	34492853	REP_L1Md_F2	0
34558347	34563908	REP_L1_Mm	1
34586766	34589347	REP_Lx5	0
34608470	34613949	REP_L1Md_F	0
34701562	34703848	REP_RLTR22_Mur	0
34768744	34771164	REP_L1_Mur3	0
34858699	34865440	REP_MMETn-int	7
34875524	34877763	REP_L1VL2	0
34968736	34971718	REP_L1_Mur3	0
35060413	35063470	REP_MERVK26-int	0
35084157	35086988	REP_L1Md_F2	0
35163638	35165858	REP_Lx2B	0
35182295	35185266	REP_MusHAL1	0
35237089	35239190	REP_Lx6	0
35260886	35263369	REP_L1_Mur2	0
35266052	35271651	REP_L1VL4	1
35305375	35308045	REP_Lx3C	0
35309078	35315456	REP_L1Md_T	5
35323086	35327577	REP_L1_Mur3	0
35327581	35330083	REP_Lx2	0
35338536	35343504	REP_Lx5	0
35403041	35405682	REP_Lx7	0
35407551	35414635	REP_L1Md_A	3
35415162	35418675	REP_L1Md_F2	1
35433028	35436290	REP_L1Md_F2	1
35447859	35454108	REP_L1_Mus3	0
35458470	35464599	REP_L1Md_F2	4
35476735	35478784	REP_L1Md_A	1
35541066	35545217	REP_Lx2B	0
35558150	35560655	REP_MTA_Mm-int	1
35561656	35564167	REP_Lx	1
35580094	35583398	REP_L1_Mur2	0
35590261	35595048	REP_L1Md_A	3
35632595	35635777	REP_L1_Mus4	0
35659263	35665494	REP_L1Md_T	1
35670613	35673637	REP_Lx6	0
35683692	35687793	REP_Lx3A	0
35712251	35714399	REP_Lx3B	0
35720842	35723311	REP_Lx4B	1
35724679	35731482	REP_L1Md_A	14
35742573	35747986	REP_L1Md_T	11
35770972	35773352	REP_MTA_Mm-int	0
35819961	35822755	REP_Lx3C	0
35843717	35850221	REP_L1Md_F2	0
35882603	35884650	REP_Lx2	0
35898159	35900462	REP_L1_Mur3	0
35973491	35976545	REP_Lx	0
35978491	35985702	REP_L1Md_T	22
36005091	36011686	REP_L1Md_F2	1
36012910	36015232	REP_Lx2	0
36046825	36049231	REP_RMER19C	0
36101288	36106077	REP_L1Md_F2	0
36110132	36112164	REP_L1_Mus1	0
36213678	36215718	REP_Lx5	0
36229780	36232159	REP_L1_Mur3	0
36232494	36237378	REP_L1_Mm	5
36368864	36374278	REP_Lx7	0
36496758	36499998	REP_L1_Mus3	1
36573822	36579113	REP_Lx3C	1
36663603	36665848	REP_Lx6	8
36666718	36668749	REP_L1_Mur3	5
36725992	36732069	REP_L1_Mur2	1
36826821	36829845	REP_MurERV4-int	0
37156388	37158612	REP_Lx	0
37548111	37552782	REP_MTA_Mm-int	0
37691925	37698975	REP_IAPEz-int	12
37820003	37827057	REP_L1Md_F2	2
38216392	38218761	REP_L1_Mur3	0
38449511	38456573	REP_RLTR4_MM-int	21
38487009	38489190	REP_Lx6	1
38526540	38528801	REP_Lx4A	0
38564470	38569672	REP_IAPEz-int	5
38711418	38713912	REP_ORR1A2-int	0
38903853	38905943	REP_Lx3_Mus	0
38944491	38949598	REP_MMETn-int	6549
39067601	39069762	REP_RMER16-int	0
39093371	39096452	REP_Lx2A1	1
39102694	39104977	REP_L1_Mur1	1
39120645	39122896	REP_L1Md_F	0
39122910	39126922	REP_L1Md_F3	1
39129472	39131486	REP_L1Md_F3	0
39137999	39140286	REP_Lx6	0
39140473	39142600	REP_L1_Mus2	0
39149454	39151999	REP_Lx2	0
39170411	39175991	REP_MuRRS4-int	0
39184712	39186779	REP_L1_Mus3	0
39189260	39197034	REP_L1_Mus1	1
39197059	39202603	REP_L1Md_F3	1
39205480	39210324	REP_L1Md_A	6
39210395	39212695	REP_L1_Mur3	0
39221673	39227084	REP_L1Md_A	5
39227111	39230827	REP_L1Md_T	5
39231296	39237659	REP_L1Md_F3	3
39240025	39242577	REP_L1_Mus1	1
39242580	39244925	REP_L1VL4	1
39252765	39258087	REP_L1Md_F2	1
39268951	39274749	REP_L1Md_F2	0
39276350	39278579	REP_L1_Mm	0
39278582	39284301	REP_L1VL1	0
39290613	39296723	REP_L1Md_F2	0
39296725	39302368	REP_L1VL2	0
39304514	39311248	REP_L1Md_F2	0
39316996	39323748	REP_L1Md_A	19
39329583	39345528	REP_MTA_Mm-int	2
39350171	39356470	REP_L1Md_F2	3
39371372	39377862	REP_L1_Mus3	1
39387532	39390017	REP_MurERV4-int	1
39390129	39393922	REP_Lx	0
39405394	39408199	REP_L1Md_F3	0
39409278	39411736	REP_Lx2	0
39414000	39417113	REP_L1_Mus1	0
39422268	39428460	REP_L1Md_A	2
39428466	39432419	REP_L1Md_T	1
39438877	39441157	REP_L1Md_F2	0
39441166	39451097	REP_Lx3C	2
39455630	39463767	REP_IAPEz-int	7
39466924	39473149	REP_L1Md_T	13
39483751	39485976	REP_Lx3_Mus	0
39486932	39495071	REP_L1Md_A	15
39495082	39501334	REP_L1Md_T	4
39502392	39504570	REP_MurERV4-int	0
39505358	39508066	REP_L1_Mur2	0
39514647	39517861	REP_L1VL1	0
39517958	39520460	REP_L1_Mus3	0
39523454	39532771	REP_Lx3B	0
39539273	39545644	REP_L1Md_T	0
39554150	39556615	REP_IAPEY3-int	0
39563457	39572154	REP_L1_Mus4	0
39572712	39575900	REP_Lx2	0
39589441	39599672	REP_L1Md_A	5
39603131	39609452	REP_L1_Mus3	0
39617399	39619717	REP_ETnERV2-int	0
39624232	39626286	REP_MYSERV16_I-int	0
39628484	39630675	REP_Lx3_Mus	0
39644312	39646671	REP_Lx4B	0
39647239	39653417	REP_L1Md_F2	0
39654135	39657913	REP_Lx	0
39661328	39664506	REP_Lx2	0
39669795	39673831	REP_MMERVK10C-int	0
39673837	39681772	REP_IAPEz-int	9
39683969	39687444	REP_L1VL4	0
39694748	39699482	REP_L1Md_F2	1
39705630	39710048	REP_L1Md_F	0
39720207	39723068	REP_RLTR44-int	0
39729109	39737755	REP_L1Md_F	3
39738930	39741009	REP_RMER12	0
39743163	39747701	REP_L1Md_F	0
39751685	39759331	REP_MERVL-int	6
39763961	39769768	REP_L1VL4	9
39774562	39776671	REP_L1_Mur3	0
39780781	39786372	REP_L1Md_F2	0
39790929	39797066	REP_L1Md_F3	1
39797578	39804332	REP_L1_Mur2	0
39819832	39822006	REP_ETnERV2-int	0
39829782	39834058	REP_L1Md_F	0
39842198	39845638	REP_L1VL4	0
39855367	39860717	REP_L1Md_F2	0
39865793	39872498	REP_L1_Mur3	0
39884158	39886757	REP_RLTR44-int	0
39891560	39894250	REP_ETnERV2-int	0
39894261	39896340	REP_RMER12	0
39898918	39905097	REP_L1Md_T	6
39905121	39909616	REP_L1Md_F	1
39917784	39922351	REP_L1VL4	0
39928481	39933768	REP_L1Md_F2	0
39940665	39943735	REP_L1_Mur1	0
39943750	39946224	REP_L1_Mm	0
39958082	39960743	REP_RLTR44-int	0
39966677	39969167	REP_ETnERV2-int	0
39970003	39972082	REP_RMER12	0
39973957	39976531	REP_ETnERV2-int	2
39976750	39982497	REP_L1Md_F2	1
39989194	39996150	REP_L1Md_F2	1
40005893	40009093	REP_Lx3B	1
40009363	40020234	REP_L1_Mus1	11
40023725	40026346	REP_RLTR13D4	0
40037141	40044913	REP_RLTR6-int	1
40053154	40056011	REP_L1VL2	0
40056018	40063798	REP_L1Md_F3	0
40081899	40084190	REP_Lx2B	0
40093456	40101191	REP_MERVL-int	7
40101193	40103598	REP_ETnERV2-int	1
40106164	40110432	REP_L1VL4	0
40125665	40128960	REP_L1_Mus3	0
40129837	40133979	REP_L1VL4	0
40134504	40138174	REP_L1Md_F2	0
40140172	40142646	REP_IAPEz-int	0
40148550	40152928	REP_L1Md_F	0
40152931	40155182	REP_L1_Mus2	0
40156341	40161519	REP_Lx	0
40174668	40176695	REP_Lx4A	0
40178604	40184934	REP_L1_Mus1	0
40189486	40196914	REP_Lx2	153
40201616	40209041	REP_L1Md_F2	43
40221386	40227810	REP_L1Md_T	6
40245028	40248047	REP_L1_Mus1	1
40281872	40286798	REP_L1_Mus3	0
40288074	40291979	REP_L1_Mus3	2
40707931	40710405	REP_ORR1A4-int	0
40854646	40857754	REP_Lx	37
41049542	41051710	REP_RLTR21	1
41217305	41224388	REP_IAPEz-int	4
41479890	41486764	REP_L1_Mus1	2
41542606	41547452	REP_IAPEz-int	9
42420464	42424799	REP_IAPEz-int	6
42716037	42721465	REP_Lx	0
42739292	42741378	REP_ORR1A3-int	0
42898625	42900639	REP_Lx9	0
43073018	43079637	REP_L1Md_T	26
43120447	43122921	REP_L1_Mur2	0
43124701	43127056	REP_L1_Mur2	0
43150639	43156223	REP_L1Md_T	3
43176280	43178379	REP_Lx7	0
43192816	43199183	REP_L1Md_A	5
43295449	43297671	REP_Lx6	0
43314544	43316635	REP_Lx8	0
43374447	43379822	REP_L1VL4	0
43390182	43392623	REP_L1_Mur3	0
43394344	43400530	REP_L1Md_F3	3
43400547	43402996	REP_Lx6	0
43407885	43410377	REP_Lx3C	0
43410666	43416857	REP_Lx	2
43423326	43425512	REP_RLTR45-int	4
43430350	43433828	REP_L1_Mur2	0
43436513	43442016	REP_L1Md_F2	5
43486141	43488171	REP_L1Md_F2	2
43933538	43940887	REP_Lx7	26
44239754	44246150	REP_MERVL-int	8
44251712	44254475	REP_ORR1B1-int	0
44292995	44299432	REP_MERVL-int	5
44300717	44305622	REP_RLTR19-int	2
44305629	44308106	REP_MYSERV6-int	0
44397387	44401854	REP_ETnERV2-int	0
44524346	44527001	REP_Lx9	0
44541640	44544231	REP_RMER19C	0
44914847	44916995	REP_MTA_Mm-int	3
44936340	44939042	REP_L1Md_F3	1
45164577	45170971	REP_MERVL-int	12
45255438	45264401	REP_L1Md_F3	9
45264737	45266913	REP_L1Md_F3	1
45773516	45780717	REP_IAPEz-int	10
46170738	46174496	REP_MurERV4_19-int	0
46174673	46177289	REP_MurERV4_19-int	0
46368468	46372890	REP_MYSERV-int	6
46374855	46376977	REP_MYSERV6-int	1
46566260	46568766	REP_MYSERV-int	2
46642351	46644852	REP_MTA_Mm-int	69
47269012	47271018	REP_MTA_Mm-int	12
47670723	47677117	REP_MERVL-int	7
47832328	47835160	REP_L1_Mus2	4
47841264	47844261	REP_ORR1A2-int	2
47879235	47886007	REP_L1Md_T	18
47917901	47922980	REP_RLTR45-int	12
48300300	48306775	REP_L1Md_T	8
48448895	48451190	REP_MTA_Mm-int	0
48505414	48508937	REP_Lx6	0
48508959	48511207	REP_Lx6	0
48569128	48571150	REP_L1Md_T	3
48818844	48820871	REP_RLTR10-int	2
48859195	48861212	REP_Lx2	0
48891692	48894644	REP_MTA_Mm-int	5
48969998	48972348	REP_Lx3C	0
49006763	49013486	REP_L1Md_T	23
49014870	49021026	REP_L1Md_F2	0
49025749	49032531	REP_L1Md_F	0
49038590	49042427	REP_L1_Mm	1
49055333	49057912	REP_L1Md_T	4
49144543	49149331	REP_L1Md_T	1
49166825	49173022	REP_Lx2A	0
49202914	49205363	REP_L1VL4	0
49227858	49230020	REP_Lx5	0
49251195	49258807	REP_L1Md_A	7
49324488	49327971	REP_L1Md_F2	0
49403550	49421976	REP_L1Md_T	31
49459783	49462061	REP_L1Md_F3	1
49480456	49482640	REP_L1VL4	0
49521358	49523469	REP_Lx3B	0
49526274	49532230	REP_L1_Mus3	0
49534902	49541798	REP_L1Md_Gf	22
49542565	49547172	REP_L1Md_F2	0
49558180	49560900	REP_L1_Mm	0
49586115	49588456	REP_Lx6	0
49597777	49604219	REP_L1Md_T	20
49663460	49667325	REP_Lx4B	0
49667818	49669876	REP_Lx4B	0
49824094	49830837	REP_L1_Mus3	0
49894987	49900537	REP_L1_Mus1	2
49921837	49925742	REP_L1MCa	0
50006792	50013061	REP_L1Md_F2	0
50022368	50024898	REP_L1Md_F3	1
50082174	50086108	REP_RMER3D-int	0
50094453	50096519	REP_Lx	0
50159072	50161325	REP_Lx3C	0
50182373	50188925	REP_IAPEz-int	4
50403568	50405607	REP_ORR1A4-int	0
50475312	50477374	REP_RLTR10-int	2
50494654	50497020	REP_MMAR1	0
50500761	50507608	REP_L1Md_T	22
50568695	50570925	REP_L1Md_F2	0
50625574	50632335	REP_L1Md_A	14
50672837	50676449	REP_L1Md_T	1
50888051	50890796	REP_L1_Mus1	0
50897930	50902485	REP_L1Md_F2	1
50903114	50909694	REP_L1Md_A	5
50921370	50923805	REP_L1M2	0
50937950	50940763	REP_L1Md_A	3
50974903	50981625	REP_Lx7	0
51047517	51053645	REP_L1Md_F2	0
51079023	51082919	REP_L1Md_F2	2
51100847	51103282	REP_L1VL2	0
51160368	51166851	REP_L1Md_T	13
51183011	51189641	REP_L1Md_T	15
51209102	51215528	REP_L1Md_F2	0
51230283	51232641	REP_L1Md_F2	0
51247884	51252207	REP_Lx6	0
51269738	51272644	REP_Lx7	0
51272650	51274804	REP_Lx	0
51397106	51399438	REP_Lx4A	0
51440788	51443146	REP_MERVK26-int	0
51454747	51458951	REP_Lx7	0
51480413	51482675	REP_Lx7	0
51514196	51516742	REP_Lx3A	0
51516747	51523607	REP_L1Md_F2	1
51534330	51540716	REP_L1Md_T	4
51543956	51550795	REP_L1Md_F2	4
51566843	51572120	REP_Lx2B	1
51592755	51595473	REP_L1VL4	0
51618349	51624603	REP_L1Md_T	9
51655914	51661658	REP_L1_Mur3	0
51662143	51666513	REP_L1_Mur2	0
51671622	51673729	REP_L1_Mus2	0
51724222	51730415	REP_L1Md_A	5
51730428	51732489	REP_L1_Mus3	0
51734358	51740872	REP_L1_Mus1	0
51754957	51762760	REP_Lx3A	0
51770101	51776193	REP_L1Md_T	4
51811956	51814375	REP_Lx7	0
51826608	51830248	REP_Lx3_Mus	0
51852650	51858778	REP_L1Md_F2	1
51885479	51888099	REP_L1VL4	0
51897577	51900265	REP_ORR1A1-int	0
51901777	51904075	REP_L1_Mur2	0
51971880	51980818	REP_L1Md_T	20
51980823	51982941	REP_L1_Mus4	0
52017629	52023229	REP_Lx5	0
52023626	52030243	REP_L1Md_T	22
52134035	52136694	REP_L1Md_F2	0
52177929	52184312	REP_L1Md_F2	0
52318307	52320826	REP_L1Md_F2	1
52377676	52385437	REP_MERVL-int	10
52443370	52445931	REP_Charlie12	0
52504088	52508855	REP_L1Md_F2	0
52692789	52695138	REP_ORR1A2-int	0
52816810	52820917	REP_Lx3C	0
52825524	52831906	REP_L1_Mus3	0
52849564	52852893	REP_L1Md_F	0
52852895	52859285	REP_L1Md_F2	4
52880806	52884687	REP_L1_Mur2	0
52893985	52897430	REP_RLTR1B-int	1
52902255	52904513	REP_Lx5	0
52914698	52921589	REP_L1Md_T	8
52929563	52933512	REP_L1Md_F2	1
52941611	52943982	REP_Lx6	0
52943989	52947921	REP_ORR1A2-int	0
53002543	53005237	REP_IAPEz-int	4
53042425	53045797	REP_MTA_Mm-int	8
53058724	53065436	REP_IAPEz-int	30
53128668	53131329	REP_Lx7	6
53172543	53174919	REP_L1_Mm	4
53367211	53369409	REP_L1MDa	0
53654777	53657609	REP_L1Md_F	1
53663552	53667683	REP_Lx	6
53678172	53680185	REP_MTA_Mm-int	5
53901258	53904057	REP_Lx3B	0
53990907	53993262	REP_RMER15-int	6
54052014	54056137	REP_L1_Mur3	1
54097947	54100697	REP_Lx6	1
54210878	54217065	REP_L1Md_T	11
54406602	54408800	REP_ORR1D1-int	0
54417042	54419526	REP_L1Md_F2	0
54441505	54444286	REP_Lx	0
54497922	54501464	REP_Lx6	0
54595935	54598352	REP_ERVL-B4-int	0
54636441	54638445	REP_Lx5	0
54649364	54653239	REP_L1Md_T	16
54679373	54682648	REP_RLTR25B	0
54774716	54776735	REP_Lx3C	0
54888177	54890314	REP_L1_Mur3	0
54959074	54962368	REP_L1Md_F2	1
54986229	54992433	REP_L1Md_A	4
55008850	55011293	REP_ORR1A0-int	6
55060268	55063524	REP_Lx2	0
55069457	55076029	REP_IAPEz-int	10
55507728	55514007	REP_L1_Mus4	4
56051259	56058320	REP_IAPEz-int	21
56484816	56491092	REP_L1Md_T	8
56600027	56602033	REP_RLTR19B	2
57465511	57468524	REP_Lx7	0
57588725	57595121	REP_MERVL-int	6
57636874	57639170	REP_L1VL2	0
57846051	57848144	REP_L1Md_F2	0
57901598	57906994	REP_IAPEz-int	8
57925758	57928012	REP_L1_Rod	0
58100909	58104097	REP_L1_Mur3	0
58549792	58554027	REP_ORR1A1-int	0
58676407	58678672	REP_RLTR1B-int	0
58681281	58683754	REP_L1_Mus1	0
58704510	58709517	REP_L1_Mus3	0
58711100	58716809	REP_L1VL4	0
58758067	58761854	REP_ORR1A1-int	2
59167975	59170073	REP_L1Md_F2	1
59576181	59578410	REP_L1_Mus3	1
59607543	59610896	REP_L1M2	0
59618293	59623058	REP_Lx7	0
59680874	59686405	REP_MMERVK10C-int	6
59738062	59740261	REP_IAPEz-int	1
59840671	59843728	REP_RMER3D-int	0
59849787	59855779	REP_L1Md_A	9
59870847	59873313	REP_L1_Mus1	0
59881882	59884511	REP_Lx4B	0
59889987	59896132	REP_L1Md_A	13
59948321	59950388	REP_IAPEz-int	4
60094621	60100844	REP_L1Md_T	8
60109592	60111863	REP_L1_Mus3	1
60158693	60163154	REP_L1Md_A	3
60164770	60169217	REP_L1Md_F2	0
60205957	60209355	REP_L1MDa	1
60423476	60430675	REP_L1Md_A	16
60442859	60444942	REP_L1Md_T	0
60479618	60482198	REP_Lx8	0
60517065	60523220	REP_L1Md_F2	1
60525026	60527729	REP_L1VL4	0
60581722	60583817	REP_RLTR21	0
60592740	60596070	REP_ORR1A2-int	2
60675003	60678620	REP_L1Md_F	2
60719274	60726083	REP_L1Md_T	5
60778569	60780670	REP_L1Md_A	0
60811784	60814042	REP_L1_Mus1	0
61001209	61009936	REP_RLTR4_MM-int	29
61049956	61053914	REP_L1Md_F2	0
61180613	61183252	REP_L1Md_F2	42
61202805	61205915	REP_L1Md_F2	48
61245298	61250653	REP_MERVL-int	5
61255551	61260250	REP_ORR1A1-int	648
61305321	61307735	REP_Lx4A	4
61314800	61318808	REP_L1Md_T	2
61321795	61324178	REP_Lx4B	0
61327043	61329068	REP_L1Md_F2	0
61329087	61331716	REP_L1VL4	0
3020685	3024992	REP_L1Md_F2	0
3031970	3034215	REP_L1_Mus1	0
3049719	3058004	REP_IAPEY3-int	0
3074829	3080941	REP_L1Md_F2	3
3092727	3096236	REP_L1_Mus4	0
3125328	3128008	REP_Lx2A1	0
3136068	3139263	REP_MTA_Mm-int	10
3491938	3495066	REP_L1_Mus1	1
3679244	3682564	REP_MusHAL1	0
3697606	3700351	REP_L1VL2	0
3700518	3706789	REP_L1Md_F2	0
3715638	3723074	REP_IAPEz-int	21
3730946	3737862	REP_L1Md_F2	0
3740747	3747466	REP_L1Md_T	15
3754941	3757629	REP_L1Md_F2	3
3757632	3761724	REP_L1Md_T	1
3763911	3766204	REP_L1VL2	0
3784425	3787746	REP_MusHAL1	0
3802748	3805493	REP_L1VL2	0
3805660	3811934	REP_L1Md_F2	0
3828781	3832106	REP_MusHAL1	0
3838608	3845543	REP_L1Md_T	14
3855703	3858010	REP_L1VL2	0
3869981	3872001	REP_L1M4b	0
3874269	3880847	REP_L1Md_F2	2
3893173	3897697	REP_Lx4B	0
3901713	3904009	REP_L1_Mur1	0
3917369	3923908	REP_L1Md_F2	3
3925305	3930255	REP_L1_Mus3	0
3939872	3944496	REP_L1Md_F2	0
3947213	3952416	REP_L1Md_F	0
3952421	3956008	REP_L1Md_F2	0
3965307	3969517	REP_Lx2B	0
3969522	3976098	REP_L1Md_A	9
3983287	3986746	REP_Lx5	0
3988041	3992883	REP_L1Md_F	1
3994320	4002720	REP_L1_Mur1	0
4004393	4006595	REP_Lx2	0
4009082	4014157	REP_MMETn-int	427
4109070	4112536	REP_RMER16-int	6
4130893	4136982	REP_L1Md_F2	0
4137819	4151838	REP_L1Md_T	28
4155990	4158066	REP_ORR1A2-int	0
4170511	4177954	REP_Lx2B	3
4180433	4186791	REP_L1Md_F2	2
4195568	4197615	REP_L1_Mur1	0
4202746	4206189	REP_L1_Mus3	0
4216105	4220725	REP_L1Md_A	0
4228789	4232875	REP_IAPEz-int	1
4236946	4239511	REP_L1VL4	2
4257893	4261271	REP_RLTR45-int	4
4266452	4269979	REP_Lx5	0
4271963	4274707	REP_L1VL1	0
4278107	4281263	REP_L1VL4	1
4281276	4288340	REP_L1_Mus1	1
4325213	4332091	REP_L1Md_F3	1
4341642	4343814	REP_RLTR45-int	0
4365559	4369500	REP_L1Md_F2	0
4407397	4412304	REP_IAPEz-int	41
4534585	4540987	REP_L1Md_A	9
4808185	4813612	REP_RLTR14-int	1
4829312	4833263	REP_Lx5	25
4835124	4838128	REP_Lx7	20
5072678	5076502	REP_Lx6	1
5082312	5084958	REP_Lx2B	0
5084963	5092913	REP_L1_Mus2	0
5104752	5110925	REP_L1Md_T	27
5110928	5117309	REP_L1Md_F2	1
5120656	5123737	REP_Lx3_Mus	0
5126721	5132899	REP_L1Md_A	1
5139086	5146853	REP_L1Md_A	1
5152419	5162265	REP_L1_Mus2	23
5163050	5169437	REP_L1_Mus1	1
5173062	5178961	REP_MERVL-int	7
5183127	5187485	REP_L1_Mus4	0
5187560	5189683	REP_L1Md_F2	0
5192737	5198015	REP_L1Md_F2	0
5202656	5209357	REP_L1Md_F2	1
5217402	5229052	REP_L1Md_A	10
5241758	5244401	REP_L1Md_F2	0
5261461	5266411	REP_L1Md_F3	1
5282079	5284218	REP_Lx4B	0
5290594	5293758	REP_Lx4B	0
5293829	5296806	REP_L1_Mur3	0
5297091	5301024	REP_L1VL2	0
5319490	5326635	REP_L1Md_F	4
5343607	5349635	REP_L1_Mus1	1
5349663	5352089	REP_Lx2A1	0
5353454	5355956	REP_L1_Mus4	0
5367815	5376893	REP_L1_Mus3	2
5386795	5389092	REP_L1Md_F2	1
5389166	5391290	REP_L1Md_F2	0
5392046	5399520	REP_L1Md_A	10
5423449	5425503	REP_ORR1A1-int	1
5454806	5460640	REP_L1Md_F2	0
5461376	5467497	REP_ETnERV3-int	0
5467502	5477836	REP_L1Md_T	4
5482647	5488495	REP_L1Md_F2	1
5488499	5490524	REP_L1_Mus4	0
5493162	5495348	REP_L1_Mur2	0
5501169	5513919	REP_L1Md_A	17
5514572	5521722	REP_L1_Mus3	0
5532858	5537653	REP_L1Md_F	0
5538728	5551377	REP_L1Md_A	2
5554116	5556856	REP_L1_Mus4	0
5559385	5561559	REP_L1_Mur2	0
5570856	5573695	REP_IAPLTR3-int	0
5575040	5585795	REP_L1VL1	2
5587308	5590984	REP_L1Md_F	0
5593296	5596829	REP_ORR1A4-int	0
5612843	5616943	REP_ETnERV2-int	0
5617567	5619621	REP_L1Md_F2	0
5628274	5630382	REP_L1_Mur2	0
5632158	5634871	REP_L1_Mus4	0
5637052	5639564	REP_Lx4B	0
5648455	5650964	REP_MERVL-int	1
5655639	5662037	REP_L1Md_T	9
5662382	5666840	REP_Lx3_Mus	0
5667965	5675491	REP_L1Md_T	23
5689677	5691902	REP_MuRRS4-int	4
5696950	5702262	REP_Lx3_Mus	0
5705173	5709421	REP_L1VL1	1
5710126	5714239	REP_ETnERV2-int	0
5715774	5718215	REP_Lx	0
5733512	5746749	REP_L1Md_A	7
5764446	5770760	REP_L1_Mm	0
5771415	5774121	REP_MTA_Mm-int	0
